 	ROI	z	a	stoichiometry	xpos	ypos	x0	y0	Chi^2	Good?	wx	wy	streak or spot?	Correlation Coefficient	free or bound?	iFirst	iSecond	pthresh	realthreshold	Above threshold?	Shape-Binding
17	21	108.042	212.106	35.351	39.000	23.016	0.000	0.016	46.681	0	22.768	26.680	streak	0.481	free	100.204	100.204	103.880	114.072	yes	streak-free
18	22	113.733	206.047	34.341	81.938	52.000	-0.062	0.000	45.321	0	109.375	22.768	streak	0.485	free	108.408	108.408	104.383	114.600	yes	streak-free
19	23	96.942	244.133	40.689	44.000	29.750	0.000	-0.250	42.806	0	22.768	105.743	streak	0.427	free	80.571	80.571	104.111	114.315	yes	streak-free
20	24	107.518	303.636	50.606	34.844	72.531	-0.156	-0.469	51.485	0	117.961	81.194	streak	0.404	free	78.449	78.449	104.303	114.516	yes	streak-free
21	25	101.596	231.494	38.582	76.828	34.000	-0.172	0.000	44.356	0	69.303	22.768	streak	0.409	free	76.408	76.408	104.243	114.453	yes	streak-free
22	26	106.302	255.644	42.607	26.000	15.312	0.000	0.312	44.884	0	22.768	81.475	streak	0.402	free	81.939	81.939	104.368	114.584	yes	streak-free
23	27	108.412	239.200	39.867	70.266	81.000	0.266	0.000	45.456	0	78.669	22.768	streak	0.433	free	98.306	98.306	104.563	114.788	yes	streak-free
24	29	96.045	280.805	46.801	89.500	13.719	-0.500	-0.281	38.150	0	91.073	138.359	streak	0.376	free	91.694	91.694	104.301	114.514	yes	streak-free
25	30	110.276	189.467	31.578	23.984	88.000	-0.016	0.000	43.822	0	22.947	22.768	streak	0.422	free	93.327	93.327	104.549	114.774	yes	streak-free
26	31	105.278	284.914	47.486	78.578	17.000	-0.422	0.000	40.397	0	91.073	22.768	streak	0.456	free	101.878	101.878	104.613	114.841	yes	streak-free
27	32	82.889	165.354	27.559	45.469	37.156	0.469	0.156	37.127	0	104.854	414.430	Undefined	0.424	free	81.837	81.837	103.951	114.147	yes	Undefined-free
28	33	108.711	183.253	30.542	77.000	24.000	0.000	0.000	42.732	0	22.768	22.768	streak	0.435	free	85.980	85.980	104.137	114.342	yes	streak-free
29	36	96.703	205.301	34.217	38.156	40.000	0.156	0.000	38.465	0	125.000	22.768	streak	0.413	free	78.592	78.592	103.483	113.656	yes	streak-free
30	40	88.815	187.583	31.264	62.156	69.609	0.156	-0.391	40.185	0	152.655	167.411	spot	0.383	free	81.020	81.020	103.109	113.263	yes	spot-free
31	41	111.432	233.301	38.884	45.609	49.000	-0.391	0.000	46.251	0	90.630	32.712	streak	0.433	free	87.878	87.878	103.367	113.533	yes	streak-free
32	43	99.572	224.760	37.460	71.312	28.000	0.312	0.000	42.927	0	89.126	22.768	streak	0.412	free	87.408	87.408	103.298	113.462	yes	streak-free
33	44	100.548	180.204	30.034	26.000	37.984	0.000	-0.016	47.201	0	24.995	22.768	streak	0.418	free	91.959	91.959	103.259	113.420	yes	streak-free
34	45	100.586	157.011	26.168	39.406	64.000	0.406	0.000	39.164	0	179.750	35.814	streak	0.420	free	96.143	96.143	103.222	113.382	yes	streak-free
35	49	96.911	220.208	36.701	63.328	30.000	0.328	0.000	40.701	0	100.051	22.768	streak	0.325	free	75.959	75.959	103.097	113.251	yes	streak-free
36	51	100.210	174.039	29.006	91.016	46.000	0.016	0.000	38.259	0	25.859	22.768	streak	0.317	free	86.898	86.898	103.057	113.209	yes	streak-free
37	53	95.547	216.509	36.085	66.312	90.000	0.312	0.000	37.725	0	91.660	22.768	streak	0.401	free	85.510	85.510	102.910	113.055	yes	streak-free
38	54	105.316	196.405	32.734	62.391	78.531	0.391	0.531	44.917	0	99.005	114.372	streak	0.429	free	94.898	94.898	102.992	113.141	yes	streak-free
39	56	106.035	140.392	23.399	87.969	62.344	-0.031	0.344	46.448	0	165.125	227.682	spot	0.484	free	95.122	95.122	103.086	113.240	yes	spot-free
40	70	107.396	157.567	26.261	20.391	16.484	-0.609	0.484	47.168	0	346.487	80.202	streak	0.467	free	83.796	83.796	102.064	112.167	yes	streak-free
41	82	96.955	265.288	44.215	52.609	12.562	-0.391	-0.438	39.173	0	86.517	86.372	streak	0.417	free	88.469	88.469	101.984	112.083	yes	streak-free
42	92	99.164	185.779	30.963	72.625	14.969	-0.375	-0.031	40.261	0	122.056	24.604	streak	0.408	free	85.673	85.673	101.952	112.049	yes	streak-free
